renamed_proteinid,proteinid,og_number
hsap18663,Q9NQW5,no_og
hsap18664,Q9NQW6,og
hsap18665,Q9NQW7,og
hsap18666,Q9NQW8,og
hsap18667,Q9NQX0,og
hsap18668,Q9NQX1,og
hsap18669,Q9NQX3,og
hsap1866,K7N7A8,no_og
hsap18670,Q9NQX4,og
hsap18671,Q9NQX5,og
hsap18672,Q9NQX6,no_og
hsap18673,Q9NQX7,og
hsap18674,Q9NQY0,og
hsap18675,Q9NQZ2,og
hsap18676,Q9NQZ3,no_og
hsap18677,Q9NQZ5,og
hsap18678,Q9NQZ6,og
hsap18679,Q9NQZ7,og
hsap1867,K9M1U5,no_og
hsap18680,Q9NQZ8,no_og
hsap18681,Q9NR00,og
hsap18682,Q9NR09,og
hsap18683,Q9NR11,no_og
hsap18684,Q9NR12,og
hsap18685,Q9NR16,no_og
hsap18686,Q9NR19,og
hsap18687,Q9NR20,no_og
hsap18688,Q9NR21,og
hsap18689,Q9NR22,og
hsap1868,L0R819,no_og
hsap18690,Q9NR23,og
hsap18691,Q9NR28,og
hsap18692,Q9NR30,og
hsap18693,Q9NR31,og
hsap18694,Q9NR33,og
hsap18695,Q9NR34,og
hsap18696,Q9NR45,og
hsap18697,Q9NR46,og
hsap18698,Q9NR48,og
hsap18699,Q9NR50,og
hsap1869,L7N2F9,og
hsap186,A0A096LPI5,no_og
hsap18700,Q9NR55,og
hsap18701,Q9NR56,og
hsap18702,Q9NR61,og
hsap18703,Q9NR63,og
hsap18704,Q9NR64,og
hsap18705,Q9NR71,og
hsap18706,Q9NR77,og
hsap18707,Q9NR80,og
hsap18708,Q9NR81,og
hsap18709,Q9NR82,og
hsap1870,M0QX08,no_og
hsap18710,Q9NR83,no_og
hsap18711,Q9NR90,no_og
hsap18712,Q9NR96,og
hsap18713,Q9NR97,og
hsap18714,Q9NR99,no_og
hsap18715,Q9NRA0,og
hsap18716,Q9NRA1,og
hsap18717,Q9NRA2,og
hsap18718,Q9NRA8,og
hsap18719,Q9NRB3,og
hsap1871,M0QXV9,no_og
hsap18720,Q9NRC1,og
hsap18721,Q9NRC6,og
hsap18722,Q9NRC8,og
hsap18723,Q9NRC9,og
hsap18724,Q9NRD0,og
hsap18725,Q9NRD1,og
hsap18726,Q9NRD5,og
hsap18727,Q9NRD8,og
hsap18728,Q9NRD9,og
hsap18729,Q9NRE1,og
hsap1872,M0QXX7,no_og
hsap18730,Q9NRE2,og
hsap18731,Q9NRF2,og
hsap18732,Q9NRF8,og
hsap18733,Q9NRF9,og
hsap18734,Q9NRG0,og
hsap18735,Q9NRG1,og
hsap18736,Q9NRG4,og
hsap18737,Q9NRG7,og
hsap18738,Q9NRG9,og
hsap18739,Q9NRH1,og
hsap1873,M0QY20,no_og
hsap18740,Q9NRH2,og
hsap18741,Q9NRH3,og
hsap18742,Q9NRI5,og
hsap18743,Q9NRI6,no_og
hsap18744,Q9NRI7,no_og
hsap18745,Q9NRJ1,no_og
hsap18746,Q9NRJ2,no_og
hsap18747,Q9NRJ3,og
hsap18748,Q9NRJ4,og
hsap18749,Q9NRJ5,og
hsap1874,M0QY47,no_og
hsap18750,Q9NRJ7,og
hsap18751,Q9NRK6,og
hsap18752,Q9NRL2,og
hsap18753,Q9NRL3,og
hsap18754,Q9NRM0,og
hsap18755,Q9NRM1,og
hsap18756,Q9NRM2,og
hsap18757,Q9NRM6,og
hsap18758,Q9NRM7,og
hsap18759,Q9NRN5,og
hsap1875,M0QYG6,no_og
hsap18760,Q9NRN7,og
hsap18761,Q9NRN9,og
hsap18762,Q9NRP0,og
hsap18763,Q9NRP2,og
hsap18764,Q9NRP4,og
hsap18765,Q9NRP7,og
hsap18766,Q9NRQ2,og
hsap18767,Q9NRQ5,og
hsap18768,Q9NRR1,og
hsap18769,Q9NRR2,og
hsap1876,M0QYT0,no_og
hsap18770,Q9NRR3,og
hsap18771,Q9NRR4,og
hsap18772,Q9NRR5,og
hsap18773,Q9NRR6,og
hsap18774,Q9NRR8,og
hsap18775,Q9NRS4,og
hsap18776,Q9NRS6,og
hsap18777,Q9NRU3,og
hsap18778,Q9NRV9,og
hsap18779,Q9NRW1,og
hsap1877,M0QYV0,no_og
hsap18780,Q9NRW3,no_og
hsap18781,Q9NRW4,og
hsap18782,Q9NRW7,og
hsap18783,Q9NRX1,og
hsap18784,Q9NRX2,og
hsap18785,Q9NRX3,og
hsap18786,Q9NRX4,og
hsap18787,Q9NRX5,og
hsap18788,Q9NRX6,og
hsap18789,Q9NRY2,og
hsap1878,M0QZ24,no_og
hsap18790,Q9NRY4,og
hsap18791,Q9NRY5,og
hsap18792,Q9NRY6,og
hsap18793,Q9NRY7,no_og
hsap18794,Q9NRZ5,og
hsap18795,Q9NRZ7,og
hsap18796,Q9NRZ9,og
hsap18797,Q9NS00,og
hsap18798,Q9NS15,og
hsap18799,Q9NS18,og
hsap1879,M0QZ58,no_og
hsap187,A0A096LPI6,no_og
hsap18800,Q9NS23,og
hsap18801,Q9NS25,no_og
hsap18802,Q9NS26,no_og
hsap18803,Q9NS28,og
hsap18804,Q9NS37,og
hsap18805,Q9NS39,og
hsap18806,Q9NS40,og
hsap18807,Q9NS56,og
hsap18808,Q9NS61,og
hsap18809,Q9NS62,og
hsap1880,M0QZ92,no_og
hsap18810,Q9NS64,og
hsap18811,Q9NS66,og
hsap18812,Q9NS67,og
hsap18813,Q9NS68,og
hsap18814,Q9NS69,og
hsap18815,Q9NS71,og
hsap18816,Q9NS73,og
hsap18817,Q9NS75,og
hsap18818,Q9NS82,og
hsap18819,Q9NS84,og
hsap1881,M0QZC1,og
hsap18820,Q9NS85,og
hsap18821,Q9NS86,og
hsap18822,Q9NS87,og
hsap18823,Q9NS91,og
hsap18824,Q9NS93,og
hsap18825,Q9NS98,og
hsap18826,Q9NSA0,no_og
hsap18827,Q9NSA1,og
hsap18828,Q9NSA2,og
hsap18829,Q9NSA3,og
hsap1882,M0QZD8,no_og
hsap18830,Q9NSB2,og
hsap18831,Q9NSB4,og
hsap18832,Q9NSB8,og
hsap18833,Q9NSC2,og
hsap18834,Q9NSC5,og
hsap18835,Q9NSC7,og
hsap18836,Q9NSD4,og
hsap18837,Q9NSD5,og
hsap18838,Q9NSD7,og
hsap18839,Q9NSD9,og
hsap1883,M0QZK8,no_og
hsap18840,Q9NSE2,og
hsap18841,Q9NSE4,og
hsap18842,Q9NSG2,og
hsap18843,Q9NSI2,og
hsap18844,Q9NSI5,og
hsap18845,Q9NSI6,og
hsap18846,Q9NSI8,og
hsap18847,Q9NSJ1,no_og
hsap18848,Q9NSK0,og
hsap18849,Q9NSK7,og
hsap1884,M0QZQ0,no_og
hsap18850,Q9NSN8,og
hsap18851,Q9NSP4,og
hsap18852,Q9NSQ0,no_og
hsap18853,Q9NST1,og
hsap18854,Q9NSU2,og
hsap18855,Q9NSV4,og
hsap18856,Q9NSY0,og
hsap18857,Q9NSY1,og
hsap18858,Q9NSY2,og
hsap18859,Q9NT22,og
hsap1885,M0QZU9,no_og
hsap18860,Q9NT62,og
hsap18861,Q9NT68,og
hsap18862,Q9NT99,og
hsap18863,Q9NTG1,og
hsap18864,Q9NTG7,og
hsap18865,Q9NTI2,og
hsap18866,Q9NTI5,og
hsap18867,Q9NTI7,og
hsap18868,Q9NTJ3,og
hsap18869,Q9NTJ4,og
hsap1886,M0R036,no_og
hsap18870,Q9NTJ5,og
hsap18871,Q9NTK1,og
hsap18872,Q9NTK5,og
hsap18873,Q9NTM9,og
hsap18874,Q9NTN3,og
hsap18875,Q9NTN9,og
hsap18876,Q9NTQ9,og
hsap18877,Q9NTU4,og
hsap18878,Q9NTU7,og
hsap18879,Q9NTX5,og
hsap1887,M0R082,no_og
hsap18880,Q9NTX7,og
hsap18881,Q9NTX9,og
hsap18882,Q9NTZ6,og
hsap18883,Q9NU02,og
hsap18884,Q9NU19,og
hsap18885,Q9NU22,og
hsap18886,Q9NU23,og
hsap18887,Q9NU39,og
hsap18888,Q9NU53,og
hsap18889,Q9NU63,og
hsap1888,M0R0W3,no_og
hsap18890,Q9NUA8,og
hsap18891,Q9NUB1,og
hsap18892,Q9NUB4,og
hsap18893,Q9NUC0,og
hsap18894,Q9NUD5,og
hsap18895,Q9NUD7,og
hsap18896,Q9NUD9,og
hsap18897,Q9NUE0,og
hsap18898,Q9NUG4,og
hsap18899,Q9NUG6,og
hsap1889,M0R129,og
hsap188,A0A096LPK6,no_og
hsap18900,Q9NUH8,og
hsap18901,Q9NUI1,og
hsap18902,Q9NUJ1,og
hsap18903,Q9NUJ3,og
hsap18904,Q9NUJ7,og
hsap18905,Q9NUK0,og
hsap18906,Q9NUL3,og
hsap18907,Q9NUL5,og
hsap18908,Q9NUL7,og
hsap18909,Q9NUM3,og
hsap1890,M0R135,og
hsap18910,Q9NUM4,og
hsap18911,Q9NUN5,og
hsap18912,Q9NUN7,og
hsap18913,Q9NUP1,og
hsap18914,Q9NUP7,og
hsap18915,Q9NUP9,og
hsap18916,Q9NUQ2,og
hsap18917,Q9NUQ3,og
hsap18918,Q9NUQ6,og
hsap18919,Q9NUQ7,og
hsap1891,M0R143,og
hsap18920,Q9NUQ8,og
hsap18921,Q9NUQ9,og
hsap18922,Q9NUR3,og
hsap18923,Q9NUS5,og
hsap18924,Q9NUT2,og
hsap18925,Q9NUU6,og
hsap18926,Q9NUU7,og
hsap18927,Q9NUV7,og
hsap18928,Q9NUV9,og
hsap18929,Q9NUW8,og
hsap1892,M0R1B8,no_og
hsap18930,Q9NUX5,og
hsap18931,Q9NUY8,og
hsap18932,Q9NUZ1,og
hsap18933,Q9NV06,og
hsap18934,Q9NV12,og
hsap18935,Q9NV23,og
hsap18936,Q9NV29,og
hsap18937,Q9NV31,og
hsap18938,Q9NV35,og
hsap18939,Q9NV39,no_og
hsap1893,M0R1W7,no_og
hsap18940,Q9NV44,no_og
hsap18941,Q9NV56,og
hsap18942,Q9NV58,og
hsap18943,Q9NV64,og
hsap18944,Q9NV66,og
hsap18945,Q9NV70,og
hsap18946,Q9NV72,no_og
hsap18947,Q9NV79,og
hsap18948,Q9NV88,og
hsap18949,Q9NV92,og
hsap1894,M0R1X1,no_og
hsap18950,Q9NV96,og
hsap18951,Q9NVA1,og
hsap18952,Q9NVA2,og
hsap18953,Q9NVA4,og
hsap18954,Q9NVC3,og
hsap18955,Q9NVC6,og
hsap18956,Q9NVD3,og
hsap18957,Q9NVD7,og
hsap18958,Q9NVE4,og
hsap18959,Q9NVE5,og
hsap1895,M0R233,no_og
hsap18960,Q9NVE7,og
hsap18961,Q9NVF7,og
hsap18962,Q9NVF9,og
hsap18963,Q9NVG8,og
hsap18964,Q9NVH0,og
hsap18965,Q9NVH1,og
hsap18966,Q9NVH2,og
hsap18967,Q9NVH6,og
hsap18968,Q9NVI1,og
hsap18969,Q9NVI7,og
hsap1896,M0R296,no_og
hsap18970,Q9NVJ2,og
hsap18971,Q9NVK5,og
hsap18972,Q9NVL1,no_og
hsap18973,Q9NVL8,og
hsap18974,Q9NVM1,og
hsap18975,Q9NVM4,og
hsap18976,Q9NVM6,og
hsap18977,Q9NVM9,og
hsap18978,Q9NVN3,og
hsap18979,Q9NVN8,og
hsap1897,M0R2C6,og
hsap18980,Q9NVP1,og
hsap18981,Q9NVP2,og
hsap18982,Q9NVP4,og
hsap18983,Q9NVQ4,og
hsap18984,Q9NVR0,og
hsap18985,Q9NVR2,og
hsap18986,Q9NVR5,og
hsap18987,Q9NVR7,og
hsap18988,Q9NVS2,og
hsap18989,Q9NVS9,og
hsap1898,M0R2N4,no_og
hsap18990,Q9NVT9,og
hsap18991,Q9NVU0,og
hsap18992,Q9NVU7,og
hsap18993,Q9NVV0,og
hsap18994,Q9NVV2,no_og
hsap18995,Q9NVV4,og
hsap18996,Q9NVV5,og
hsap18997,Q9NVV9,og
hsap18998,Q9NVW2,og
hsap18999,Q9NVX0,og
hsap1899,M0R2N6,no_og
hsap189,A0A096LPK9,og
hsap18,A0A075B6J9,no_og
hsap19000,Q9NVX2,og
hsap19001,Q9NVX7,og
hsap19002,Q9NVZ3,og
hsap19003,Q9NW07,og
hsap19004,Q9NW08,og
hsap19005,Q9NW13,og
hsap19006,Q9NW15,og
hsap19007,Q9NW38,og
hsap19008,Q9NW61,og
hsap19009,Q9NW64,og
hsap1900,M0R2P5,no_og
hsap19010,Q9NW68,og
hsap19011,Q9NW75,og
hsap19012,Q9NW81,og
hsap19013,Q9NW82,og
hsap19014,Q9NW97,og
hsap19015,Q9NWA0,og
hsap19016,Q9NWB1,og
hsap19017,Q9NWB6,og
hsap19018,Q9NWB7,og
hsap19019,Q9NWC5,og
hsap1901,M0R2T5,no_og
hsap19020,Q9NWD8,og
hsap19021,Q9NWD9,og
hsap19022,Q9NWF4,og
hsap19023,Q9NWF9,og
hsap19024,Q9NWH2,og
hsap19025,Q9NWH7,og
hsap19026,Q9NWH9,og
hsap19027,Q9NWK9,og
hsap19028,Q9NWL6,og
hsap19029,Q9NWM0,og
hsap1902,M0R2Z0,og
hsap19030,Q9NWM3,og
hsap19031,Q9NWM8,og
hsap19032,Q9NWN3,og
hsap19033,Q9NWQ4,og
hsap19034,Q9NWQ8,og
hsap19035,Q9NWQ9,og
hsap19036,Q9NWR8,og
hsap19037,Q9NWS0,og
hsap19038,Q9NWS1,og
hsap19039,Q9NWS6,og
hsap1903,M0R378,no_og
hsap19040,Q9NWS8,og
hsap19041,Q9NWS9,og
hsap19042,Q9NWT1,og
hsap19043,Q9NWT6,og
hsap19044,Q9NWT8,og
hsap19045,Q9NWU1,og
hsap19046,Q9NWU2,og
hsap19047,Q9NWU5,og
hsap19048,Q9NWV4,og
hsap19049,Q9NWV8,og
hsap1904,M0R381,no_og
hsap19050,Q9NWW0,og
hsap19051,Q9NWW5,og
hsap19052,Q9NWW6,og
hsap19053,Q9NWW7,og
hsap19054,Q9NWW9,no_og
hsap19055,Q9NWX5,og
hsap19056,Q9NWX6,og
hsap19057,Q9NWY4,og
hsap19058,Q9NWZ3,og
hsap19059,Q9NWZ5,og
hsap1905,M0R384,no_og
hsap19060,Q9NWZ8,og
hsap19061,Q9NX00,og
hsap19062,Q9NX01,og
hsap19063,Q9NX02,og
hsap19064,Q9NX04,og
hsap19065,Q9NX05,og
hsap19066,Q9NX07,og
hsap19067,Q9NX08,og
hsap19068,Q9NX09,og
hsap19069,Q9NX14,og
hsap1906,M0R3E3,no_og
hsap19070,Q9NX18,og
hsap19071,Q9NX20,og
hsap19072,Q9NX24,og
hsap19073,Q9NX31,og
hsap19074,Q9NX36,og
hsap19075,Q9NX38,og
hsap19076,Q9NX40,og
hsap19077,Q9NX45,og
hsap19078,Q9NX46,og
hsap19079,Q9NX47,og
hsap1907,M0R3G1,no_og
hsap19080,Q9NX52,og
hsap19081,Q9NX55,og
hsap19082,Q9NX57,og
hsap19083,Q9NX58,og
hsap19084,Q9NX61,og
hsap19085,Q9NX62,og
hsap19086,Q9NX63,og
hsap19087,Q9NX65,no_og
hsap19088,Q9NX70,og
hsap19089,Q9NX74,og
hsap1908,M0R3H8,og
hsap19090,Q9NX76,og
hsap19091,Q9NX77,no_og
hsap19092,Q9NX78,og
hsap19093,Q9NX94,og
hsap19094,Q9NX95,og
hsap19095,Q9NXA8,og
hsap19096,Q9NXB0,og
hsap19097,Q9NXB9,og
hsap19098,Q9NXC2,og
hsap19099,Q9NXC5,og
hsap1909,M5A8F1,no_og
hsap190,A0A0A0MQY5,no_og
hsap19100,Q9NXD2,og
hsap19101,Q9NXE4,og
hsap19102,Q9NXE8,og
hsap19103,Q9NXF1,og
hsap19104,Q9NXF7,no_og
hsap19105,Q9NXF8,og
hsap19106,Q9NXG0,og
hsap19107,Q9NXG2,og
hsap19108,Q9NXG6,og
hsap19109,Q9NXH3,og
hsap1910,O00110,og
hsap19110,Q9NXH8,og
hsap19111,Q9NXH9,og
hsap19112,Q9NXI6,og
hsap19113,Q9NXJ0,og
hsap19114,Q9NXJ5,og
hsap19115,Q9NXK6,og
hsap19116,Q9NXK8,og
hsap19117,Q9NXL2,og
hsap19118,Q9NXL6,og
hsap19119,Q9NXL9,og
hsap1911,O00115,og
hsap19120,Q9NXN4,og
hsap19121,Q9NXP7,og
hsap19122,Q9NXR1,og
hsap19123,Q9NXR5,og
hsap19124,Q9NXR7,og
hsap19125,Q9NXR8,og
hsap19126,Q9NXS2,og
hsap19127,Q9NXS3,og
hsap19128,Q9NXT0,no_og
hsap19129,Q9NXU5,og
hsap1912,O00116,og
hsap19130,Q9NXV2,og
hsap19131,Q9NXV6,og
hsap19132,Q9NXW2,og
hsap19133,Q9NXW9,og
hsap19134,Q9NXX6,og
hsap19135,Q9NXZ1,no_og
hsap19136,Q9NXZ2,og
hsap19137,Q9NY12,no_og
hsap19138,Q9NY15,og
hsap19139,Q9NY25,og
hsap1913,O00124,og
hsap19140,Q9NY26,og
hsap19141,Q9NY27,og
hsap19142,Q9NY28,no_og
hsap19143,Q9NY30,og
hsap19144,Q9NY33,og
hsap19145,Q9NY35,og
hsap19146,Q9NY37,og
hsap19147,Q9NY43,og
hsap19148,Q9NY46,og
hsap19149,Q9NY47,og
hsap1914,O00139,og
hsap19150,Q9NY56,og
hsap19151,Q9NY57,og
hsap19152,Q9NY59,og
hsap19153,Q9NY61,og
hsap19154,Q9NY64,og
hsap19155,Q9NY65,og
hsap19156,Q9NY72,og
hsap19157,Q9NY74,og
hsap19158,Q9NY84,og
hsap19159,Q9NY87,no_og
hsap1915,O00141,og
hsap19160,Q9NY91,og
hsap19161,Q9NY93,og
hsap19162,Q9NY97,og
hsap19163,Q9NY99,og
hsap19164,Q9NYA1,og
hsap19165,Q9NYA3,no_og
hsap19166,Q9NYA4,og
hsap19167,Q9NYB0,og
hsap19168,Q9NYB5,og
hsap19169,Q9NYB9,no_og
hsap1916,O00142,og
hsap19170,Q9NYC9,og
hsap19171,Q9NYD6,og
hsap19172,Q9NYF0,og
hsap19173,Q9NYF3,og
hsap19174,Q9NYF5,og
hsap19175,Q9NYF8,og
hsap19176,Q9NYG2,og
hsap19177,Q9NYG5,og
hsap19178,Q9NYG8,og
hsap19179,Q9NYH9,og
hsap1917,O00144,og
hsap19180,Q9NYI0,og
hsap19181,Q9NYJ1,og
hsap19182,Q9NYJ7,og
hsap19183,Q9NYJ8,og
hsap19184,Q9NYK1,og
hsap19185,Q9NYK5,og
hsap19186,Q9NYK6,og
hsap19187,Q9NYL2,og
hsap19188,Q9NYL4,og
hsap19189,Q9NYL5,og
hsap1918,O00148,og
hsap19190,Q9NYL9,og
hsap19191,Q9NYM4,og
hsap19192,Q9NYM9,og
hsap19193,Q9NYN1,og
hsap19194,Q9NYP3,og
hsap19195,Q9NYP7,og
hsap19196,Q9NYP8,og
hsap19197,Q9NYP9,og
hsap19198,Q9NYQ3,og
hsap19199,Q9NYQ6,og
hsap1919,O00151,og
hsap191,A0A0A0MRY4,no_og
hsap19200,Q9NYQ7,og
hsap19201,Q9NYQ8,og
hsap19202,Q9NYR8,og
hsap19203,Q9NYR9,og
hsap19204,Q9NYS0,og
hsap19205,Q9NYS7,og
hsap19206,Q9NYT0,og
hsap19207,Q9NYT6,og
hsap19208,Q9NYU1,og
hsap19209,Q9NYU2,og
hsap1920,O00154,og
hsap19210,Q9NYV4,og
hsap19211,Q9NYV6,og
hsap19212,Q9NYV7,og
hsap19213,Q9NYV8,og
hsap19214,Q9NYV9,og
hsap19215,Q9NYW0,og
hsap19216,Q9NYW1,no_og
hsap19217,Q9NYW2,no_og
hsap19218,Q9NYW3,og
hsap19219,Q9NYW4,no_og
hsap1921,O00155,og
hsap19220,Q9NYW5,og
hsap19221,Q9NYW6,og
hsap19222,Q9NYW7,og
hsap19223,Q9NYW8,og
hsap19224,Q9NYX4,og
hsap19225,Q9NYY1,og
hsap19226,Q9NYY3,og
hsap19227,Q9NYY8,og
hsap19228,Q9NYZ1,og
hsap19229,Q9NYZ2,og
hsap1922,O00159,og
hsap19230,Q9NYZ3,og
hsap19231,Q9NYZ4,og
hsap19232,Q9NZ01,og
hsap19233,Q9NZ08,og
hsap19234,Q9NZ09,og
hsap19235,Q9NZ20,og
hsap19236,Q9NZ32,og
hsap19237,Q9NZ38,no_og
hsap19238,Q9NZ42,og
hsap19239,Q9NZ43,og
hsap1923,O00160,og
hsap19240,Q9NZ45,og
hsap19241,Q9NZ52,og
hsap19242,Q9NZ53,og
hsap19243,Q9NZ56,og
hsap19244,Q9NZ63,og
hsap19245,Q9NZ71,og
hsap19246,Q9NZ72,og
hsap19247,Q9NZ81,no_og
hsap19248,Q9NZ94,og
hsap19249,Q9NZA1,og
hsap1924,O00161,og
hsap19250,Q9NZB2,og
hsap19251,Q9NZB8,og
hsap19252,Q9NZC2,og
hsap19253,Q9NZC3,og
hsap19254,Q9NZC4,og
hsap19255,Q9NZC7,og
hsap19256,Q9NZC9,og
hsap19257,Q9NZD1,og
hsap19258,Q9NZD2,og
hsap19259,Q9NZD4,og
hsap1925,O00165,og
hsap19260,Q9NZD8,og
hsap19261,Q9NZE8,og
hsap19262,Q9NZF1,og
hsap19263,Q9NZG7,og
hsap19264,Q9NZH0,og
hsap19265,Q9NZH4,no_og
hsap19266,Q9NZH5,no_og
hsap19267,Q9NZH6,no_og
hsap19268,Q9NZH7,no_og
hsap19269,Q9NZH8,og
hsap1926,O00167,og
hsap19270,Q9NZI2,og
hsap19271,Q9NZI5,og
hsap19272,Q9NZI6,og
hsap19273,Q9NZI7,og
hsap19274,Q9NZI8,og
hsap19275,Q9NZJ0,og
hsap19276,Q9NZJ4,og
hsap19277,Q9NZJ5,og
hsap19278,Q9NZJ6,og
hsap19279,Q9NZJ7,og
hsap1927,O00168,og
hsap19280,Q9NZJ9,og
hsap19281,Q9NZK5,og
hsap19282,Q9NZK7,og
hsap19283,Q9NZL3,no_og
hsap19284,Q9NZL4,og
hsap19285,Q9NZL6,og
hsap19286,Q9NZL9,og
hsap19287,Q9NZM1,og
hsap19288,Q9NZM3,og
hsap19289,Q9NZM4,og
hsap1928,O00170,og
hsap19290,Q9NZM5,og
hsap19291,Q9NZM6,og
hsap19292,Q9NZN1,og
hsap19293,Q9NZN3,og
hsap19294,Q9NZN4,og
hsap19295,Q9NZN5,og
hsap19296,Q9NZN8,og
hsap19297,Q9NZN9,og
hsap19298,Q9NZP0,og
hsap19299,Q9NZP2,og
hsap1929,O00175,og
hsap192,A0A0A0MRZ7,no_og
hsap19300,Q9NZP5,og
hsap19301,Q9NZP6,no_og
hsap19302,Q9NZP8,og
hsap19303,Q9NZQ0,og
hsap19304,Q9NZQ3,og
hsap19305,Q9NZQ7,og
hsap19306,Q9NZQ8,og
hsap19307,Q9NZQ9,og
hsap19308,Q9NZR1,og
hsap19309,Q9NZR2,og
hsap1930,O00178,og
hsap19310,Q9NZR4,og
hsap19311,Q9NZS2,no_og
hsap19312,Q9NZS9,og
hsap19313,Q9NZT1,og
hsap19314,Q9NZT2,og
hsap19315,Q9NZU0,og
hsap19316,Q9NZU1,og
hsap19317,Q9NZU5,og
hsap19318,Q9NZU7,no_og
hsap19319,Q9NZV1,og
hsap1931,O00180,og
hsap19320,Q9NZV5,og
hsap19321,Q9NZV6,og
hsap19322,Q9NZV7,no_og
hsap19323,Q9NZV8,og
hsap19324,Q9NZW4,no_og
hsap19325,Q9NZW5,og
hsap19326,Q9NZY2,no_og
hsap19327,Q9NZZ3,og
hsap19328,Q9P000,og
hsap19329,Q9P003,og
hsap1932,O00182,og
hsap19330,Q9P013,og
hsap19331,Q9P015,og
hsap19332,Q9P016,og
hsap19333,Q9P021,og
hsap19334,Q9P031,og
hsap19335,Q9P032,og
hsap19336,Q9P035,og
hsap19337,Q9P055,og
hsap19338,Q9P086,og
hsap19339,Q9P0B6,og
hsap1933,O00186,og
hsap19340,Q9P0G3,og
hsap19341,Q9P0I2,og
hsap19342,Q9P0J0,og
hsap19343,Q9P0J1,og
hsap19344,Q9P0J6,og
hsap19345,Q9P0J7,og
hsap19346,Q9P0K1,og
hsap19347,Q9P0K7,og
hsap19348,Q9P0K8,og
hsap19349,Q9P0K9,og
hsap1934,O00187,og
hsap19350,Q9P0L0,og
hsap19351,Q9P0L1,og
hsap19352,Q9P0L2,og
hsap19353,Q9P0L9,og
hsap19354,Q9P0M2,og
hsap19355,Q9P0M4,og
hsap19356,Q9P0M6,og
hsap19357,Q9P0M9,og
hsap19358,Q9P0N5,og
hsap19359,Q9P0N8,og
hsap1935,O00189,og
hsap19360,Q9P0N9,og
hsap19361,Q9P0P0,og
hsap19362,Q9P0P8,og
hsap19363,Q9P0R6,og
hsap19364,Q9P0S2,og
hsap19365,Q9P0S3,og
hsap19366,Q9P0S9,og
hsap19367,Q9P0T4,og
hsap19368,Q9P0T7,og
hsap19369,Q9P0U1,og
hsap1936,O00192,og
hsap19370,Q9P0U3,og
hsap19371,Q9P0U4,og
hsap19372,Q9P0V3,og
hsap19373,Q9P0V8,og
hsap19374,Q9P0V9,og
hsap19375,Q9P0W0,og
hsap19376,Q9P0W2,og
hsap19377,Q9P0W8,og
hsap19378,Q9P0X4,og
hsap19379,Q9P0Z9,og
hsap1937,O00193,og
hsap19380,Q9P104,og
hsap19381,Q9P107,og
hsap19382,Q9P109,og
hsap19383,Q9P121,og
hsap19384,Q9P126,og
hsap19385,Q9P127,no_og
hsap19386,Q9P1A2,no_og
hsap19387,Q9P1A6,og
hsap19388,Q9P1C3,no_og
hsap19389,Q9P1D8,no_og
hsap1938,O00194,og
hsap19390,Q9P1F3,og
hsap19391,Q9P1G2,no_og
hsap19392,Q9P1J3,no_og
hsap19393,Q9P1P4,og
hsap19394,Q9P1P5,og
hsap19395,Q9P1Q0,og
hsap19396,Q9P1Q5,og
hsap19397,Q9P1T7,og
hsap19398,Q9P1U0,og
hsap19399,Q9P1U1,og
hsap1939,O00198,og
hsap193,A0A0A0MRZ8,og
hsap19400,Q9P1V8,og
hsap19401,Q9P1W3,og
hsap19402,Q9P1W8,og
hsap19403,Q9P1W9,og
hsap19404,Q9P1Y5,og
hsap19405,Q9P1Y6,og
hsap19406,Q9P1Z0,og
hsap19407,Q9P1Z2,og
hsap19408,Q9P1Z3,og
hsap19409,Q9P1Z9,og
hsap1940,O00203,og
hsap19410,Q9P202,og
hsap19411,Q9P203,og
hsap19412,Q9P206,og
hsap19413,Q9P209,og
hsap19414,Q9P212,og
hsap19415,Q9P215,og
hsap19416,Q9P217,og
hsap19417,Q9P218,og
hsap19418,Q9P219,og
hsap19419,Q9P225,og
hsap1941,O00204,og
hsap19420,Q9P227,og
hsap19421,Q9P232,og
hsap19422,Q9P241,og
hsap19423,Q9P242,og
hsap19424,Q9P243,og
hsap19425,Q9P244,og
hsap19426,Q9P246,og
hsap19427,Q9P253,og
hsap19428,Q9P255,no_og
hsap19429,Q9P258,og
hsap1942,O00206,og
hsap19430,Q9P260,og
hsap19431,Q9P265,og
hsap19432,Q9P266,og
hsap19433,Q9P267,og
hsap19434,Q9P270,og
hsap19435,Q9P272,og
hsap19436,Q9P273,og
hsap19437,Q9P275,og
hsap19438,Q9P278,og
hsap19439,Q9P281,og
hsap1943,O00212,og
hsap19440,Q9P283,og
hsap19441,Q9P286,og
hsap19442,Q9P287,og
hsap19443,Q9P289,og
hsap19444,Q9P291,og
hsap19445,Q9P296,og
hsap19446,Q9P298,og
hsap19447,Q9P299,og
hsap19448,Q9P2A4,og
hsap19449,Q9P2B2,og
hsap1944,O00213,og
hsap19450,Q9P2B4,og
hsap19451,Q9P2B7,og
hsap19452,Q9P2C4,og
hsap19453,Q9P2D0,og
hsap19454,Q9P2D1,og
hsap19455,Q9P2D3,og
hsap19456,Q9P2D6,og
hsap19457,Q9P2D7,og
hsap19458,Q9P2D8,og
hsap19459,Q9P2E2,og
